Setup title,MFCV-Low(1)
8,1.34744E-10,7.77723E-10,,3443.081,
7.8,1.34735E-10,8.76273E-10,,3443.081,
7.6,1.34714E-10,9.96087E-10,,3443.081,
7.4,1.34672E-10,8.64573E-10,,3443.081,
7.2,1.34664E-10,8.8365E-10,,3443.081,
7,1.34649E-10,1.02393E-09,,3443.081,
6.8,1.3463E-10,1.10341E-09,,3443.081,
6.6,1.34582E-10,7.50561E-10,,3443.081,
6.4,1.34563E-10,7.71628E-10,,3443.081,
6.2,1.34515E-10,7.0012E-10,,3443.081,
6,1.34468E-10,7.53185E-10,,3443.081,
5.8,1.34433E-10,8.44393E-10,,3443.081,
5.6,1.34416E-10,6.028E-10,,3443.081,
5.4,1.34345E-10,7.43295E-10,,3443.081,
5.2,1.34294E-10,5.51186E-10,,3443.081,
5,1.34268E-10,1.20288E-09,,3443.081,
4.8,1.34179E-10,7.26068E-10,,3443.081,
4.6,1.34124E-10,8.58808E-10,,3443.081,
4.4,1.34039E-10,1.04997E-09,,3443.081,
4.2,1.33972E-10,5.0163E-10,,3443.081,
4,1.33869E-10,9.47114E-10,,3443.081,
3.8,1.33774E-10,7.18861E-10,,3443.081,
3.6,1.33656E-10,1.0358E-09,,3443.081,
3.4,1.33531E-10,9.8717E-10,,3443.081,
3.2,1.33382E-10,1.08438E-09,,3443.081,
3,1.33193E-10,8.93512E-10,,3443.081,
2.8,1.32995E-10,7.5371E-10,,3443.081,
2.6,1.32756E-10,9.27245E-10,,3443.081,
2.4,1.32491E-10,1.42802E-09,,3443.081,
2.2,1.32145E-10,1.1186E-09,,3443.081,
2,1.31717E-10,9.51456E-10,,3443.081,
1.8,1.31235E-10,1.30707E-09,,3443.081,
1.6,1.30609E-10,1.23696E-09,,3443.081,
1.4,1.29834E-10,1.55552E-09,,3443.081,
1.2,1.28893E-10,1.93793E-09,,3443.081,
1,1.27765E-10,2.23774E-09,,3443.081,
0.8,1.26471E-10,2.94054E-09,,3443.081,
0.6,1.25138E-10,3.94297E-09,,3443.081,
0.4,1.23893E-10,4.93781E-09,,3443.081,
0.2,1.229E-10,6.24987E-09,,3443.081,
0,1.22196E-10,7.13425E-09,,3443.081,
-0.2,1.21731E-10,8.1032E-09,,3443.081,
-0.4,1.2141E-10,8.65048E-09,,3443.081,
-0.6,1.21219E-10,8.6432E-09,,3443.081,
-0.8,1.21061E-10,8.78928E-09,,3443.081,
-1,1.20937E-10,8.43627E-09,,3443.081,
-1.2,1.20837E-10,7.92807E-09,,3443.081,
-1.4,1.20743E-10,7.27324E-09,,3443.081,
-1.6,1.20667E-10,6.77378E-09,,3443.081,
-1.8,1.20606E-10,5.92066E-09,,3443.081,
-2,1.20553E-10,5.22946E-09,,3443.081,
-2.2,1.20488E-10,4.3668E-09,,3443.081,
-2.4,1.20472E-10,3.96944E-09,,3443.081,
-2.6,1.20428E-10,3.59772E-09,,3443.081,
-2.8,1.20397E-10,3.134E-09,,3443.081,
-3,1.20377E-10,2.70187E-09,,3443.081,
-3.2,1.20354E-10,2.31445E-09,,3443.081,
-3.4,1.20332E-10,2.11697E-09,,3443.081,
-3.6,1.20325E-10,1.79073E-09,,3443.081,
-3.8,1.20306E-10,1.76869E-09,,3443.081,
-4,1.20271E-10,1.56842E-09,,3443.081,
-4.2,1.20265E-10,1.44167E-09,,3443.081,
-4.4,1.20251E-10,1.35584E-09,,3443.081,
-4.6,1.20231E-10,1.36558E-09,,3443.081,
-4.8,1.20205E-10,1.17108E-09,,3443.081,
-5,1.20194E-10,1.14585E-09,,3443.081,
-5,1.20199E-10,1.39329E-09,,3950.1,
-4.8,1.20229E-10,1.24586E-09,,3950.1,
-4.6,1.20253E-10,1.59573E-09,,3950.1,
-4.4,1.20266E-10,1.69844E-09,,3950.1,
-4.2,1.20294E-10,1.64658E-09,,3950.1,
-4,1.20306E-10,1.70916E-09,,3950.1,
-3.8,1.20327E-10,2.09698E-09,,3950.1,
-3.6,1.2034E-10,2.70197E-09,,3950.1,
-3.4,1.20358E-10,2.68666E-09,,3950.1,
-3.2,1.20381E-10,3.02958E-09,,3950.1,
-3,1.20399E-10,3.42853E-09,,3950.1,
-2.8,1.20418E-10,3.60416E-09,,3950.1,
-2.6,1.20451E-10,4.2143E-09,,3950.1,
-2.4,1.20481E-10,4.79444E-09,,3950.1,
-2.2,1.20518E-10,5.57724E-09,,3950.1,
-2,1.20552E-10,6.02069E-09,,3950.1,
-1.8,1.20614E-10,6.63579E-09,,3950.1,
-1.6,1.20666E-10,7.55051E-09,,3950.1,
-1.4,1.20742E-10,8.32932E-09,,3950.1,
-1.2,1.2083E-10,8.99349E-09,,3950.1,
-1,1.20919E-10,9.39539E-09,,3950.1,
-0.8,1.21032E-10,9.65503E-09,,3950.1,
-0.6,1.21193E-10,9.62139E-09,,3950.1,
-0.4,1.21394E-10,9.40456E-09,,3950.1,
-0.2,1.217E-10,9.16166E-09,,3950.1,
0,1.22182E-10,8.09634E-09,,3950.1,
0.2,1.22914E-10,7.02319E-09,,3950.1,
0.4,1.23931E-10,5.93663E-09,,3950.1,
0.6,1.25187E-10,4.60698E-09,,3950.1,
0.8,1.26526E-10,3.34168E-09,,3950.1,
1,1.27806E-10,2.67603E-09,,3950.1,
1.2,1.2894E-10,2.15884E-09,,3950.1,
1.4,1.29879E-10,1.80286E-09,,3950.1,
1.6,1.30635E-10,1.59913E-09,,3950.1,
1.8,1.31238E-10,1.30665E-09,,3950.1,
2,1.31762E-10,1.50116E-09,,3950.1,
2.2,1.32165E-10,1.293E-09,,3950.1,
2.4,1.32502E-10,1.21121E-09,,3950.1,
2.6,1.32784E-10,1.4686E-09,,3950.1,
2.8,1.33017E-10,1.20626E-09,,3950.1,
3,1.33218E-10,1.52328E-09,,3950.1,
3.2,1.33385E-10,1.61978E-09,,3950.1,
3.4,1.33542E-10,1.06361E-09,,3950.1,
3.6,1.33667E-10,1.24417E-09,,3950.1,
3.8,1.33786E-10,1.00093E-09,,3950.1,
4,1.33894E-10,1.17673E-09,,3950.1,
4.2,1.33975E-10,1.4181E-09,,3950.1,
4.4,1.3405E-10,1.04196E-09,,3950.1,
4.6,1.3412E-10,1.11684E-09,,3950.1,
4.8,1.34186E-10,1.15059E-09,,3950.1,
5,1.34261E-10,1.17838E-09,,3950.1,
5.2,1.34298E-10,1.2642E-09,,3950.1,
5.4,1.34348E-10,1.24392E-09,,3950.1,
5.6,1.34395E-10,9.10111E-10,,3950.1,
5.8,1.34452E-10,1.41256E-09,,3950.1,
6,1.34482E-10,9.84585E-10,,3950.1,
6.2,1.34532E-10,1.12345E-09,,3950.1,
6.4,1.34558E-10,1.17052E-09,,3950.1,
6.6,1.3459E-10,1.06144E-09,,3950.1,
6.8,1.34614E-10,9.87517E-10,,3950.1,
7,1.34648E-10,8.51605E-10,,3950.1,
7.2,1.34672E-10,1.08048E-09,,3950.1,
7.4,1.34671E-10,9.39812E-10,,3950.1,
7.6,1.34714E-10,2.74207E-10,,3950.1,
7.8,1.34742E-10,1.0733E-09,,3950.1,
8,1.34766E-10,1.00475E-09,,3950.1,
8.2,1.34769E-10,9.33815E-10,,3950.1,
8.4,1.34788E-10,1.16329E-09,,3950.1,
8.6,1.34841E-10,1.04704E-09,,3950.1,
8.8,1.3483E-10,1.05777E-09,,3950.1,
9,1.34839E-10,1.10068E-09,,3950.1,
9.2,1.34852E-10,1.18115E-09,,3950.1,
9.4,1.34879E-10,1.26816E-09,,3950.1,
9.6,1.34882E-10,8.59863E-10,,3950.1,
9.8,1.3491E-10,9.98137E-10,,3950.1,
10,1.34914E-10,1.19006E-09,,3950.1,
10,1.34914E-10,9.93963E-10,,3950.1,
9.8,1.34891E-10,1.49406E-09,,3950.1,
9.6,1.34888E-10,1.29537E-09,,3950.1,
9.4,1.34868E-10,1.13763E-09,,3950.1,
9.2,1.34851E-10,6.51655E-10,,3950.1,
9,1.3486E-10,1.13644E-09,,3950.1,
8.8,1.34829E-10,9.85649E-10,,3950.1,
8.6,1.34812E-10,1.00413E-09,,3950.1,
8.4,1.34799E-10,1.26342E-09,,3950.1,
8.2,1.3478E-10,9.17122E-10,,3950.1,
8,1.34753E-10,1.2537E-09,,3950.1,
7.8,1.34737E-10,1.30278E-09,,3950.1,
7.6,1.34706E-10,8.93903E-10,,3950.1,
7.4,1.34687E-10,1.26704E-09,,3950.1,
7.2,1.34673E-10,9.04048E-10,,3950.1,
7,1.34629E-10,1.30739E-09,,3950.1,
6.8,1.34602E-10,7.7493E-10,,3950.1,
6.6,1.3459E-10,9.31894E-10,,3950.1,
6.4,1.3456E-10,1.03522E-09,,3950.1,
6.2,1.34532E-10,8.27209E-10,,3950.1,
6,1.34461E-10,1.04718E-09,,3950.1,
5.8,1.34444E-10,9.36319E-10,,3950.1,
5.6,1.34405E-10,1.27568E-09,,3950.1,
5.4,1.34363E-10,9.52442E-10,,3950.1,
5.2,1.34305E-10,1.0681E-09,,3950.1,
5,1.34252E-10,1.25647E-09,,3950.1,
4.8,1.34176E-10,2.56524E-10,,3950.1,
4.6,1.34131E-10,1.24996E-09,,3950.1,
4.4,1.3406E-10,9.1083E-10,,3950.1,
4.2,1.33955E-10,4.53302E-10,,3950.1,
4,1.33897E-10,1.34541E-09,,3950.1,
3.8,1.33773E-10,1.08121E-09,,3950.1,
3.6,1.33661E-10,1.25788E-09,,3950.1,
3.4,1.33548E-10,1.19176E-09,,3950.1,
3.2,1.33384E-10,1.48269E-09,,3950.1,
3,1.33208E-10,1.16208E-09,,3950.1,
2.8,1.33024E-10,1.34374E-09,,3950.1,
2.6,1.32774E-10,1.37264E-09,,3950.1,
2.4,1.32485E-10,1.20049E-09,,3950.1,
2.2,1.3215E-10,1.1732E-09,,3950.1,
2,1.31741E-10,1.57031E-09,,3950.1,
1.8,1.31235E-10,1.38632E-09,,3950.1,
1.6,1.30605E-10,1.44198E-09,,3950.1,
1.4,1.29839E-10,1.76532E-09,,3950.1,
1.2,1.28891E-10,2.20793E-09,,3950.1,
1,1.27748E-10,2.61327E-09,,3950.1,
0.8,1.26475E-10,3.51515E-09,,3950.1,
0.6,1.25115E-10,4.61357E-09,,3950.1,
0.4,1.23875E-10,5.73737E-09,,3950.1,
0.2,1.22867E-10,7.11321E-09,,3950.1,
0,1.22154E-10,8.34451E-09,,3950.1,
-0.2,1.21693E-10,9.04662E-09,,3950.1,
-0.4,1.21394E-10,9.37158E-09,,3950.1,
-0.6,1.21188E-10,9.80995E-09,,3950.1,
-0.8,1.21028E-10,9.39138E-09,,3950.1,
-1,1.20917E-10,9.31492E-09,,3950.1,
-1.2,1.20809E-10,8.66229E-09,,3950.1,
-1.4,1.20706E-10,7.80858E-09,,3950.1,
-1.6,1.20635E-10,7.06295E-09,,3950.1,
-1.8,1.20589E-10,6.47805E-09,,3950.1,
-2,1.20519E-10,5.65393E-09,,3950.1,
-2.2,1.20487E-10,4.94167E-09,,3950.1,
-2.4,1.20435E-10,4.08457E-09,,3950.1,
-2.6,1.20413E-10,3.71502E-09,,3950.1,
-2.8,1.20383E-10,3.14064E-09,,3950.1,
-3,1.20364E-10,2.48837E-09,,3950.1,
-3.2,1.20351E-10,2.58434E-09,,3950.1,
-3.4,1.20331E-10,2.06896E-09,,3950.1,
-3.6,1.20312E-10,1.883E-09,,3950.1,
-3.8,1.20294E-10,1.98195E-09,,3950.1,
-4,1.20271E-10,1.22478E-09,,3950.1,
-4.2,1.20262E-10,1.76123E-09,,3950.1,
-4.4,1.20245E-10,1.44076E-09,,3950.1,
-4.6,1.20229E-10,1.46242E-09,,3950.1,
-4.8,1.20213E-10,1.77873E-09,,3950.1,
-5,1.20194E-10,1.20693E-09,,3950.1,
-5,1.20192E-10,1.48531E-09,,4532.781,
-4.8,1.20221E-10,1.31478E-09,,4532.781,
-4.6,1.20251E-10,1.68686E-09,,4532.781,
-4.4,1.20272E-10,1.74939E-09,,4532.781,
-4.2,1.20289E-10,2.0994E-09,,4532.781,
-4,1.20311E-10,1.92381E-09,,4532.781,
-3.8,1.20334E-10,2.18283E-09,,4532.781,
-3.6,1.20346E-10,2.43694E-09,,4532.781,
-3.4,1.20363E-10,2.64334E-09,,4532.781,
-3.2,1.20379E-10,3.25062E-09,,4532.781,
-3,1.20404E-10,3.52387E-09,,4532.781,
-2.8,1.20425E-10,3.96707E-09,,4532.781,
-2.6,1.20445E-10,4.43453E-09,,4532.781,
-2.4,1.20478E-10,4.92014E-09,,4532.781,
-2.2,1.20518E-10,5.72236E-09,,4532.781,
-2,1.20553E-10,6.54483E-09,,4532.781,
-1.8,1.20593E-10,7.42221E-09,,4532.781,
-1.6,1.20659E-10,8.06985E-09,,4532.781,
-1.4,1.20711E-10,8.84316E-09,,4532.781,
-1.2,1.20804E-10,9.7792E-09,,4532.781,
-1,1.20908E-10,9.91605E-09,,4532.781,
-0.8,1.21016E-10,1.05266E-08,,4532.781,
-0.6,1.21166E-10,1.05961E-08,,4532.781,
-0.4,1.21379E-10,1.0552E-08,,4532.781,
-0.2,1.2169E-10,1.00188E-08,,4532.781,
0,1.22167E-10,9.07953E-09,,4532.781,
0.2,1.22895E-10,7.99088E-09,,4532.781,
0.4,1.23916E-10,6.72231E-09,,4532.781,
0.6,1.2518E-10,4.99107E-09,,4532.781,
0.8,1.26531E-10,3.9721E-09,,4532.781,
1,1.27821E-10,3.21898E-09,,4532.781,
1.2,1.28939E-10,2.45338E-09,,4532.781,
1.4,1.29895E-10,2.45314E-09,,4532.781,
1.6,1.30652E-10,2.26937E-09,,4532.781,
1.8,1.31268E-10,1.78225E-09,,4532.781,
2,1.31761E-10,1.71895E-09,,4532.781,
2.2,1.32177E-10,1.46195E-09,,4532.781,
2.4,1.32512E-10,1.36709E-09,,4532.781,
2.6,1.32788E-10,1.39802E-09,,4532.781,
2.8,1.33026E-10,1.48558E-09,,4532.781,
3,1.33233E-10,1.54394E-09,,4532.781,
3.2,1.3339E-10,1.44078E-09,,4532.781,
3.4,1.33549E-10,1.45147E-09,,4532.781,
3.6,1.33672E-10,1.4586E-09,,4532.781,
3.8,1.33782E-10,1.12657E-09,,4532.781,
4,1.33893E-10,1.10568E-09,,4532.781,
4.2,1.3398E-10,1.48296E-09,,4532.781,
4.4,1.34067E-10,1.15769E-09,,4532.781,
4.6,1.34131E-10,1.25582E-09,,4532.781,
4.8,1.34205E-10,1.24508E-09,,4532.781,
5,1.34255E-10,1.44176E-09,,4532.781,
5.2,1.3431E-10,9.57755E-10,,4532.781,
5.4,1.34352E-10,1.53512E-09,,4532.781,
5.6,1.34384E-10,9.03298E-10,,4532.781,
5.8,1.34452E-10,1.11448E-09,,4532.781,
6,1.34467E-10,7.68172E-10,,4532.781,
6.2,1.34508E-10,1.23308E-09,,4532.781,
6.4,1.34545E-10,1.0781E-09,,4532.781,
6.6,1.34595E-10,1.00954E-09,,4532.781,
6.8,1.34594E-10,1.60658E-09,,4532.781,
7,1.34651E-10,1.04469E-09,,4532.781,
7.2,1.34667E-10,1.23105E-09,,4532.781,
7.4,1.34704E-10,1.36714E-09,,4532.781,
7.6,1.34726E-10,1.19548E-09,,4532.781,
7.8,1.3474E-10,1.1305E-09,,4532.781,
8,1.34763E-10,1.00115E-09,,4532.781,
8.2,1.34778E-10,1.05897E-09,,4532.781,
8.4,1.34805E-10,1.33374E-09,,4532.781,
8.6,1.34827E-10,1.08995E-09,,4532.781,
8.8,1.34801E-10,1.25884E-09,,4532.781,
9,1.34853E-10,1.2479E-09,,4532.781,
9.2,1.34845E-10,7.60131E-10,,4532.781,
9.4,1.3488E-10,1.11199E-09,,4532.781,
9.6,1.34893E-10,1.15609E-09,,4532.781,
9.8,1.34892E-10,1.05616E-09,,4532.781,
10,1.34933E-10,1.05178E-09,,4532.781,
10,1.34906E-10,1.1098E-09,,4532.781,
9.8,1.34916E-10,1.10066E-09,,4532.781,
9.6,1.34895E-10,1.19245E-09,,4532.781,
9.4,1.34884E-10,8.67609E-10,,4532.781,
9.2,1.34842E-10,8.91263E-10,,4532.781,
9,1.34852E-10,1.35459E-09,,4532.781,
8.8,1.34839E-10,1.35102E-09,,4532.781,
8.6,1.34808E-10,1.32639E-09,,4532.781,
8.4,1.34808E-10,1.35818E-09,,4532.781,
8.2,1.34762E-10,7.76046E-10,,4532.781,
8,1.3476E-10,1.13964E-09,,4532.781,
7.8,1.34718E-10,1.22707E-09,,4532.781,
7.6,1.34716E-10,8.95665E-10,,4532.781,
7.4,1.34691E-10,1.2986E-09,,4532.781,
7.2,1.34667E-10,1.01052E-09,,4532.781,
7,1.34629E-10,1.42975E-09,,4532.781,
6.8,1.34634E-10,1.44167E-09,,4532.781,
6.6,1.34591E-10,1.23425E-09,,4532.781,
6.4,1.34569E-10,1.39698E-09,,4532.781,
6.2,1.34523E-10,1.49057E-09,,4532.781,
6,1.34483E-10,1.08825E-09,,4532.781,
5.8,1.34443E-10,1.34098E-09,,4532.781,
5.6,1.34412E-10,1.3702E-09,,4532.781,
5.4,1.34343E-10,1.38015E-09,,4532.781,
5.2,1.34304E-10,1.21167E-09,,4532.781,
5,1.34252E-10,1.13599E-09,,4532.781,
4.8,1.34186E-10,1.52284E-09,,4532.781,
4.6,1.34117E-10,1.14178E-09,,4532.781,
4.4,1.34063E-10,1.54969E-09,,4532.781,
4.2,1.33985E-10,1.38759E-09,,4532.781,
4,1.33893E-10,1.10747E-09,,4532.781,
3.8,1.3378E-10,1.12955E-09,,4532.781,
3.6,1.33665E-10,1.58893E-09,,4532.781,
3.4,1.33538E-10,1.25478E-09,,4532.781,
3.2,1.33395E-10,1.05057E-09,,4532.781,
3,1.33221E-10,1.42175E-09,,4532.781,
2.8,1.3301E-10,1.73414E-09,,4532.781,
2.6,1.32777E-10,1.64598E-09,,4532.781,
2.4,1.32496E-10,1.45173E-09,,4532.781,
2.2,1.3215E-10,1.37731E-09,,4532.781,
2,1.31734E-10,1.38397E-09,,4532.781,
1.8,1.31238E-10,1.88955E-09,,4532.781,
1.6,1.30603E-10,1.77884E-09,,4532.781,
1.4,1.29833E-10,2.05857E-09,,4532.781,
1.2,1.28889E-10,2.38961E-09,,4532.781,
1,1.27764E-10,3.1123E-09,,4532.781,
0.8,1.2646E-10,4.16643E-09,,4532.781,
0.6,1.25107E-10,5.38627E-09,,4532.781,
0.4,1.2386E-10,6.76106E-09,,4532.781,
0.2,1.22855E-10,8.32534E-09,,4532.781,
0,1.22151E-10,9.37634E-09,,4532.781,
-0.2,1.21658E-10,1.02544E-08,,4532.781,
-0.4,1.21375E-10,1.05841E-08,,4532.781,
-0.6,1.21158E-10,1.05979E-08,,4532.781,
-0.8,1.21006E-10,1.05783E-08,,4532.781,
-1,1.20887E-10,9.97865E-09,,4532.781,
-1.2,1.20784E-10,9.47859E-09,,4532.781,
-1.4,1.20706E-10,8.63818E-09,,4532.781,
-1.6,1.20634E-10,8.06122E-09,,4532.781,
-1.8,1.20574E-10,6.9037E-09,,4532.781,
-2,1.20515E-10,5.99653E-09,,4532.781,
-2.2,1.20492E-10,5.18114E-09,,4532.781,
-2.4,1.20453E-10,4.49032E-09,,4532.781,
-2.6,1.20421E-10,4.01766E-09,,4532.781,
-2.8,1.20388E-10,3.20645E-09,,4532.781,
-3,1.20378E-10,3.05326E-09,,4532.781,
-3.2,1.20352E-10,2.71889E-09,,4532.781,
-3.4,1.20341E-10,2.50133E-09,,4532.781,
-3.6,1.20316E-10,2.05549E-09,,4532.781,
-3.8,1.20295E-10,2.08709E-09,,4532.781,
-4,1.20282E-10,1.80039E-09,,4532.781,
-4.2,1.20272E-10,1.59475E-09,,4532.781,
-4.4,1.20245E-10,1.3325E-09,,4532.781,
-4.6,1.20234E-10,1.61563E-09,,4532.781,
-4.8,1.20206E-10,1.61682E-09,,4532.781,
-5,1.20192E-10,1.37543E-09,,4532.781,
-5,1.20202E-10,1.71147E-09,,5199.118,
-4.8,1.20228E-10,2.07028E-09,,5199.118,
-4.6,1.20256E-10,2.36175E-09,,5199.118,
-4.4,1.20264E-10,2.32658E-09,,5199.118,
-4.2,1.20301E-10,2.35697E-09,,5199.118,
-4,1.20314E-10,2.39392E-09,,5199.118,
-3.8,1.20333E-10,2.81413E-09,,5199.118,
-3.6,1.2036E-10,2.84512E-09,,5199.118,
-3.4,1.20371E-10,3.30407E-09,,5199.118,
-3.2,1.20388E-10,3.78568E-09,,5199.118,
-3,1.20408E-10,3.97939E-09,,5199.118,
-2.8,1.20415E-10,4.36801E-09,,5199.118,
-2.6,1.20443E-10,5.55176E-09,,5199.118,
-2.4,1.20464E-10,5.57202E-09,,5199.118,
-2.2,1.20507E-10,6.61748E-09,,5199.118,
-2,1.20542E-10,7.29578E-09,,5199.118,
-1.8,1.2059E-10,8.19879E-09,,5199.118,
-1.6,1.20649E-10,8.95933E-09,,5199.118,
-1.4,1.2071E-10,1.01335E-08,,5199.118,
-1.2,1.20786E-10,1.06378E-08,,5199.118,
-1,1.20877E-10,1.166E-08,,5199.118,
-0.8,1.21E-10,1.19818E-08,,5199.118,
-0.6,1.21139E-10,1.22965E-08,,5199.118,
-0.4,1.21344E-10,1.21337E-08,,5199.118,
-0.2,1.21656E-10,1.16228E-08,,5199.118,
0,1.22137E-10,1.05641E-08,,5199.118,
0.2,1.22869E-10,9.77353E-09,,5199.118,
0.4,1.23891E-10,7.67157E-09,,5199.118,
0.6,1.25167E-10,6.52918E-09,,5199.118,
0.8,1.26503E-10,5.14418E-09,,5199.118,
1,1.27805E-10,4.1657E-09,,5199.118,
1.2,1.28943E-10,3.26952E-09,,5199.118,
1.4,1.29882E-10,2.92116E-09,,5199.118,
1.6,1.30651E-10,2.73974E-09,,5199.118,
1.8,1.31278E-10,2.44094E-09,,5199.118,
2,1.31772E-10,2.20655E-09,,5199.118,
2.2,1.32169E-10,2.36975E-09,,5199.118,
2.4,1.32508E-10,2.22601E-09,,5199.118,
2.6,1.32792E-10,2.02029E-09,,5199.118,
2.8,1.33011E-10,1.69915E-09,,5199.118,
3,1.3322E-10,1.82824E-09,,5199.118,
3.2,1.33394E-10,1.92475E-09,,5199.118,
3.4,1.33536E-10,2.46394E-09,,5199.118,
3.6,1.33664E-10,1.82334E-09,,5199.118,
3.8,1.33787E-10,2.27869E-09,,5199.118,
4,1.33885E-10,2.01878E-09,,5199.118,
4.2,1.33963E-10,2.03664E-09,,5199.118,
4.4,1.34062E-10,1.75528E-09,,5199.118,
4.6,1.34112E-10,1.78427E-09,,5199.118,
4.8,1.34211E-10,1.67596E-09,,5199.118,
5,1.34258E-10,1.66879E-09,,5199.118,
5.2,1.34299E-10,1.92727E-09,,5199.118,
5.4,1.3436E-10,1.59128E-09,,5199.118,
5.6,1.34415E-10,1.97512E-09,,5199.118,
5.8,1.34446E-10,1.74623E-09,,5199.118,
6,1.3446E-10,1.80205E-09,,5199.118,
6.2,1.34522E-10,1.78495E-09,,5199.118,
6.4,1.3455E-10,1.75275E-09,,5199.118,
6.6,1.34598E-10,1.49882E-09,,5199.118,
6.8,1.34599E-10,1.34901E-09,,5199.118,
7,1.34633E-10,1.84571E-09,,5199.118,
7.2,1.34672E-10,1.78192E-09,,5199.118,
7.4,1.34694E-10,1.87351E-09,,5199.118,
7.6,1.34719E-10,1.739E-09,,5199.118,
7.8,1.34723E-10,1.52978E-09,,5199.118,
8,1.34756E-10,1.64958E-09,,5199.118,
8.2,1.3477E-10,1.4636E-09,,5199.118,
8.4,1.34805E-10,1.88262E-09,,5199.118,
8.6,1.34819E-10,1.59532E-09,,5199.118,
8.8,1.34824E-10,1.70857E-09,,5199.118,
9,1.34848E-10,1.83572E-09,,5199.118,
9.2,1.34864E-10,1.42722E-09,,5199.118,
9.4,1.34859E-10,1.71253E-09,,5199.118,
9.6,1.34902E-10,1.45343E-09,,5199.118,
9.8,1.34903E-10,1.44032E-09,,5199.118,
10,1.34904E-10,1.30124E-09,,5199.118,
10,1.34915E-10,1.67516E-09,,5199.118,
9.8,1.34901E-10,1.87425E-09,,5199.118,
9.6,1.34897E-10,1.31754E-09,,5199.118,
9.4,1.34881E-10,1.58934E-09,,5199.118,
9.2,1.34862E-10,1.58219E-09,,5199.118,
9,1.34849E-10,2.09063E-09,,5199.118,
8.8,1.34839E-10,1.4153E-09,,5199.118,
8.6,1.34815E-10,1.60426E-09,,5199.118,
8.4,1.34791E-10,1.63824E-09,,5199.118,
8.2,1.34768E-10,1.98674E-09,,5199.118,
8,1.34768E-10,1.92117E-09,,5199.118,
7.8,1.34734E-10,2.01377E-09,,5199.118,
7.6,1.34713E-10,1.5119E-09,,5199.118,
7.4,1.34698E-10,1.55303E-09,,5199.118,
7.2,1.34657E-10,1.88743E-09,,5199.118,
7,1.34639E-10,1.7563E-09,,5199.118,
6.8,1.34605E-10,1.82585E-09,,5199.118,
6.6,1.34588E-10,1.72294E-09,,5199.118,
6.4,1.34558E-10,1.68778E-09,,5199.118,
6.2,1.34517E-10,1.80462E-09,,5199.118,
6,1.34485E-10,1.55429E-09,,5199.118,
5.8,1.34449E-10,1.66039E-09,,5199.118,
5.6,1.34385E-10,2.00871E-09,,5199.118,
5.4,1.34357E-10,1.20206E-09,,5199.118,
5.2,1.34303E-10,1.52215E-09,,5199.118,
5,1.34251E-10,1.65211E-09,,5199.118,
4.8,1.34191E-10,1.80173E-09,,5199.118,
4.6,1.34128E-10,2.14031E-09,,5199.118,
4.4,1.34055E-10,1.70819E-09,,5199.118,
4.2,1.33976E-10,1.93471E-09,,5199.118,
4,1.33876E-10,1.35916E-09,,5199.118,
3.8,1.33779E-10,1.90795E-09,,5199.118,
3.6,1.33665E-10,1.93302E-09,,5199.118,
3.4,1.3353E-10,1.93246E-09,,5199.118,
3.2,1.33379E-10,1.95535E-09,,5199.118,
3,1.33204E-10,2.10183E-09,,5199.118,
2.8,1.32986E-10,1.39518E-09,,5199.118,
2.6,1.32764E-10,1.61975E-09,,5199.118,
2.4,1.32493E-10,2.24688E-09,,5199.118,
2.2,1.32152E-10,2.4538E-09,,5199.118,
2,1.31738E-10,2.46107E-09,,5199.118,
1.8,1.3122E-10,1.50694E-09,,5199.118,
1.6,1.30613E-10,2.13535E-09,,5199.118,
1.4,1.2984E-10,3.06243E-09,,5199.118,
1.2,1.2889E-10,3.07462E-09,,5199.118,
1,1.27737E-10,4.00717E-09,,5199.118,
0.8,1.26453E-10,4.96181E-09,,5199.118,
0.6,1.25091E-10,6.38854E-09,,5199.118,
0.4,1.23847E-10,8.01729E-09,,5199.118,
0.2,1.22836E-10,9.51485E-09,,5199.118,
0,1.22111E-10,1.10463E-08,,5199.118,
-0.2,1.21646E-10,1.1928E-08,,5199.118,
-0.4,1.21337E-10,1.20896E-08,,5199.118,
-0.6,1.21113E-10,1.23054E-08,,5199.118,
-0.8,1.20965E-10,1.20802E-08,,5199.118,
-1,1.20863E-10,1.1139E-08,,5199.118,
-1.2,1.20763E-10,1.05418E-08,,5199.118,
-1.4,1.20695E-10,1.00417E-08,,5199.118,
-1.6,1.20613E-10,8.56178E-09,,5199.118,
-1.8,1.20566E-10,7.77917E-09,,5199.118,
-2,1.20513E-10,6.68841E-09,,5199.118,
-2.2,1.20473E-10,5.84918E-09,,5199.118,
-2.4,1.20441E-10,5.44984E-09,,5199.118,
-2.6,1.20414E-10,4.20171E-09,,5199.118,
-2.8,1.20379E-10,3.94065E-09,,5199.118,
-3,1.20366E-10,3.62058E-09,,5199.118,
-3.2,1.20348E-10,3.06745E-09,,5199.118,
-3.4,1.20328E-10,2.58644E-09,,5199.118,
-3.6,1.20319E-10,2.64962E-09,,5199.118,
-3.8,1.20298E-10,2.50598E-09,,5199.118,
-4,1.20285E-10,2.61208E-09,,5199.118,
-4.2,1.20262E-10,2.11975E-09,,5199.118,
-4.4,1.20249E-10,1.80921E-09,,5199.118,
