Setup title,MFCV-High(1)
8.8,1.43376E-10,4.5284E-05,,838261.5,
8.6,1.43354E-10,4.53467E-05,,838261.5,
8.4,1.43334E-10,4.54094E-05,,838261.5,
8.2,1.43303E-10,4.5446E-05,,838261.5,
8,1.43282E-10,4.54929E-05,,838261.5,
7.8,1.43253E-10,4.55547E-05,,838261.5,
7.6,1.43226E-10,4.5608E-05,,838261.5,
7.4,1.43197E-10,4.56638E-05,,838261.5,
7.2,1.43165E-10,4.57335E-05,,838261.5,
7,1.43131E-10,4.58221E-05,,838261.5,
6.8,1.43089E-10,4.58642E-05,,838261.5,
6.6,1.43055E-10,4.59244E-05,,838261.5,
6.4,1.43015E-10,4.59934E-05,,838261.5,
6.2,1.42973E-10,4.60466E-05,,838261.5,
6,1.42928E-10,4.61182E-05,,838261.5,
5.8,1.42875E-10,4.61757E-05,,838261.5,
5.6,1.42814E-10,4.63195E-05,,838261.5,
5.4,1.42749E-10,4.63897E-05,,838261.5,
5.2,1.42693E-10,4.64875E-05,,838261.5,
5,1.42622E-10,4.65679E-05,,838261.5,
4.8,1.42543E-10,4.66434E-05,,838261.5,
4.6,1.42459E-10,4.67617E-05,,838261.5,
4.4,1.42355E-10,4.68573E-05,,838261.5,
4.2,1.42268E-10,4.69123E-05,,838261.5,
4,1.42145E-10,4.70403E-05,,838261.5,
3.8,1.42023E-10,4.70993E-05,,838261.5,
3.6,1.41879E-10,4.71709E-05,,838261.5,
3.4,1.41717E-10,4.72831E-05,,838261.5,
3.2,1.41528E-10,4.73543E-05,,838261.5,
3,1.4132E-10,4.74449E-05,,838261.5,
2.8,1.41081E-10,4.74592E-05,,838261.5,
2.6,1.40791E-10,4.74593E-05,,838261.5,
2.4,1.40456E-10,4.74158E-05,,838261.5,
2.2,1.40069E-10,4.73659E-05,,838261.5,
2,1.39575E-10,4.71156E-05,,838261.5,
1.8,1.39011E-10,4.6712E-05,,838261.5,
1.6,1.38306E-10,4.60893E-05,,838261.5,
1.4,1.37448E-10,4.51985E-05,,838261.5,
1.2,1.36414E-10,4.38749E-05,,838261.5,
1,1.35188E-10,4.19363E-05,,838261.5,
0.8,1.33825E-10,3.9647E-05,,838261.5,
0.6,1.32394E-10,3.70387E-05,,838261.5,
0.4,1.31064E-10,3.47298E-05,,838261.5,
0.2,1.29989E-10,3.29254E-05,,838261.5,
0,1.29229E-10,3.1739E-05,,838261.5,
-0.2,1.2874E-10,3.10902E-05,,838261.5,
-0.4,1.28446E-10,3.06862E-05,,838261.5,
-0.6,1.28295E-10,3.05288E-05,,838261.5,
-0.8,1.28187E-10,3.0392E-05,,838261.5,
-1,1.2813E-10,3.02933E-05,,838261.5,
-1.2,1.28082E-10,3.02119E-05,,838261.5,
-1.4,1.28055E-10,3.0188E-05,,838261.5,
-1.6,1.2802E-10,3.01863E-05,,838261.5,
-1.8,1.2801E-10,3.01621E-05,,838261.5,
-2,1.27989E-10,3.01623E-05,,838261.5,
-2.2,1.27969E-10,3.01414E-05,,838261.5,
-2.4,1.27949E-10,3.01102E-05,,838261.5,
-2.6,1.2794E-10,3.00922E-05,,838261.5,
-2.8,1.27915E-10,3.00963E-05,,838261.5,
-3,1.27897E-10,3.00968E-05,,838261.5,
-3.2,1.27883E-10,3.01156E-05,,838261.5,
-3.4,1.27861E-10,3.01245E-05,,838261.5,
-3.6,1.27841E-10,3.00331E-05,,838261.5,
-3.8,1.27814E-10,3.01091E-05,,838261.5,
-4,1.278E-10,3.00613E-05,,838261.5,
-4.2,1.2778E-10,3.00245E-05,,838261.5,
-4.4,1.27754E-10,3.00148E-05,,838261.5,
-4.6,1.27726E-10,3.00374E-05,,838261.5,
-4.8,1.277E-10,3.00265E-05,,838261.5,
-5,1.27681E-10,3.00319E-05,,838261.5,
-5,1.30135E-10,4.11799E-05,,961701.6,
-4.8,1.30172E-10,4.11538E-05,,961701.6,
-4.6,1.30201E-10,4.12392E-05,,961701.6,
-4.4,1.30232E-10,4.11952E-05,,961701.6,
-4.2,1.30252E-10,4.12009E-05,,961701.6,
-4,1.30276E-10,4.12293E-05,,961701.6,
-3.8,1.30308E-10,4.12385E-05,,961701.6,
-3.6,1.30325E-10,4.1236E-05,,961701.6,
-3.4,1.30342E-10,4.12637E-05,,961701.6,
-3.2,1.30367E-10,4.12912E-05,,961701.6,
-3,1.30372E-10,4.12625E-05,,961701.6,
-2.8,1.30402E-10,4.13378E-05,,961701.6,
-2.6,1.30414E-10,4.13131E-05,,961701.6,
-2.4,1.30424E-10,4.13259E-05,,961701.6,
-2.2,1.30438E-10,4.13484E-05,,961701.6,
-2,1.30471E-10,4.13098E-05,,961701.6,
-1.8,1.30482E-10,4.1372E-05,,961701.6,
-1.6,1.30501E-10,4.14287E-05,,961701.6,
-1.4,1.30523E-10,4.13989E-05,,961701.6,
-1.2,1.30551E-10,4.14142E-05,,961701.6,
-1,1.30592E-10,4.15179E-05,,961701.6,
-0.8,1.30659E-10,4.15707E-05,,961701.6,
-0.6,1.30762E-10,4.179E-05,,961701.6,
-0.4,1.30948E-10,4.20458E-05,,961701.6,
-0.2,1.31243E-10,4.25859E-05,,961701.6,
0,1.31744E-10,4.34954E-05,,961701.6,
0.2,1.32518E-10,4.50575E-05,,961701.6,
0.4,1.3361E-10,4.75284E-05,,961701.6,
0.6,1.34942E-10,5.06964E-05,,961701.6,
0.8,1.36368E-10,5.40997E-05,,961701.6,
1,1.37726E-10,5.71787E-05,,961701.6,
1.2,1.38956E-10,5.96501E-05,,961701.6,
1.4,1.39993E-10,6.14329E-05,,961701.6,
1.6,1.40867E-10,6.27295E-05,,961701.6,
1.8,1.41576E-10,6.35716E-05,,961701.6,
2,1.4216E-10,6.40906E-05,,961701.6,
2.2,1.4265E-10,6.43922E-05,,961701.6,
2.4,1.43061E-10,6.45556E-05,,961701.6,
2.6,1.43406E-10,6.46192E-05,,961701.6,
2.8,1.43697E-10,6.45913E-05,,961701.6,
3,1.43963E-10,6.4609E-05,,961701.6,
3.2,1.44173E-10,6.45105E-05,,961701.6,
3.4,1.44369E-10,6.44516E-05,,961701.6,
3.6,1.44536E-10,6.43592E-05,,961701.6,
3.8,1.44686E-10,6.41828E-05,,961701.6,
4,1.44823E-10,6.40504E-05,,961701.6,
4.2,1.4494E-10,6.39723E-05,,961701.6,
4.4,1.45052E-10,6.38574E-05,,961701.6,
4.6,1.4515E-10,6.37692E-05,,961701.6,
4.8,1.45234E-10,6.36304E-05,,961701.6,
5,1.45317E-10,6.35157E-05,,961701.6,
5.2,1.45392E-10,6.33722E-05,,961701.6,
5.4,1.4547E-10,6.32855E-05,,961701.6,
5.6,1.45524E-10,6.31816E-05,,961701.6,
5.8,1.45583E-10,6.30559E-05,,961701.6,
6,1.45637E-10,6.29902E-05,,961701.6,
6.2,1.45689E-10,6.2923E-05,,961701.6,
6.4,1.45732E-10,6.2817E-05,,961701.6,
6.6,1.45783E-10,6.27195E-05,,961701.6,
6.8,1.45824E-10,6.26549E-05,,961701.6,
7,1.45867E-10,6.25172E-05,,961701.6,
7.2,1.45898E-10,6.2452E-05,,961701.6,
7.4,1.4594E-10,6.24317E-05,,961701.6,
7.6,1.45968E-10,6.23048E-05,,961701.6,
7.8,1.45995E-10,6.22287E-05,,961701.6,
8,1.46018E-10,6.21386E-05,,961701.6,
8.2,1.46053E-10,6.20907E-05,,961701.6,
8.4,1.46078E-10,6.20031E-05,,961701.6,
8.6,1.46111E-10,6.19831E-05,,961701.6,
8.8,1.46122E-10,6.19493E-05,,961701.6,
9,1.46149E-10,6.18452E-05,,961701.6,
9.2,1.46174E-10,6.17688E-05,,961701.6,
9.4,1.46194E-10,6.17349E-05,,961701.6,
9.6,1.46215E-10,6.16768E-05,,961701.6,
9.8,1.46238E-10,6.16428E-05,,961701.6,
10,1.46245E-10,6.16024E-05,,961701.6,
10,1.46242E-10,6.16081E-05,,961701.6,
9.8,1.46228E-10,6.16033E-05,,961701.6,
9.6,1.4621E-10,6.16923E-05,,961701.6,
9.4,1.46191E-10,6.17663E-05,,961701.6,
9.2,1.46164E-10,6.18174E-05,,961701.6,
9,1.46148E-10,6.18762E-05,,961701.6,
8.8,1.46121E-10,6.18782E-05,,961701.6,
8.6,1.46097E-10,6.19881E-05,,961701.6,
8.4,1.46073E-10,6.20609E-05,,961701.6,
8.2,1.46046E-10,6.21478E-05,,961701.6,
8,1.4602E-10,6.22286E-05,,961701.6,
7.8,1.45992E-10,6.2276E-05,,961701.6,
7.6,1.45957E-10,6.22763E-05,,961701.6,
7.4,1.45932E-10,6.24167E-05,,961701.6,
7.2,1.45897E-10,6.25241E-05,,961701.6,
7,1.45856E-10,6.25693E-05,,961701.6,
6.8,1.4582E-10,6.26118E-05,,961701.6,
6.6,1.45778E-10,6.27589E-05,,961701.6,
6.4,1.45734E-10,6.28573E-05,,961701.6,
6.2,1.4569E-10,6.29704E-05,,961701.6,
6,1.45639E-10,6.29901E-05,,961701.6,
5.8,1.45571E-10,6.30583E-05,,961701.6,
5.6,1.45516E-10,6.3154E-05,,961701.6,
5.4,1.45457E-10,6.33059E-05,,961701.6,
5.2,1.45388E-10,6.33991E-05,,961701.6,
5,1.45309E-10,6.35363E-05,,961701.6,
4.8,1.45232E-10,6.36E-05,,961701.6,
4.6,1.45137E-10,6.37798E-05,,961701.6,
4.4,1.45033E-10,6.39334E-05,,961701.6,
4.2,1.44932E-10,6.39962E-05,,961701.6,
4,1.44812E-10,6.40841E-05,,961701.6,
3.8,1.44675E-10,6.41976E-05,,961701.6,
3.6,1.44526E-10,6.43604E-05,,961701.6,
3.4,1.44368E-10,6.44432E-05,,961701.6,
3.2,1.44162E-10,6.44874E-05,,961701.6,
3,1.43935E-10,6.45973E-05,,961701.6,
2.8,1.43673E-10,6.46314E-05,,961701.6,
2.6,1.43385E-10,6.46776E-05,,961701.6,
2.4,1.4304E-10,6.45693E-05,,961701.6,
2.2,1.42619E-10,6.44174E-05,,961701.6,
2,1.42136E-10,6.4116E-05,,961701.6,
1.8,1.41544E-10,6.35324E-05,,961701.6,
1.6,1.40822E-10,6.27236E-05,,961701.6,
1.4,1.39941E-10,6.14392E-05,,961701.6,
1.2,1.38898E-10,5.9543E-05,,961701.6,
1,1.37664E-10,5.70875E-05,,961701.6,
0.8,1.36286E-10,5.3938E-05,,961701.6,
0.6,1.34865E-10,5.05839E-05,,961701.6,
0.4,1.33535E-10,4.74292E-05,,961701.6,
0.2,1.32453E-10,4.49697E-05,,961701.6,
0,1.31693E-10,4.34304E-05,,961701.6,
-0.2,1.31201E-10,4.25426E-05,,961701.6,
-0.4,1.30908E-10,4.20683E-05,,961701.6,
-0.6,1.30735E-10,4.17833E-05,,961701.6,
-0.8,1.30631E-10,4.16275E-05,,961701.6,
-1,1.3057E-10,4.14998E-05,,961701.6,
-1.2,1.3053E-10,4.14336E-05,,961701.6,
-1.4,1.30501E-10,4.13712E-05,,961701.6,
-1.6,1.30472E-10,4.13892E-05,,961701.6,
-1.8,1.30456E-10,4.1343E-05,,961701.6,
-2,1.30433E-10,4.13438E-05,,961701.6,
-2.2,1.30413E-10,4.13353E-05,,961701.6,
-2.4,1.30394E-10,4.13529E-05,,961701.6,
-2.6,1.30378E-10,4.13166E-05,,961701.6,
-2.8,1.3036E-10,4.13044E-05,,961701.6,
-3,1.30335E-10,4.1299E-05,,961701.6,
-3.2,1.30321E-10,4.13021E-05,,961701.6,
-3.4,1.30305E-10,4.12318E-05,,961701.6,
-3.6,1.30285E-10,4.12199E-05,,961701.6,
-3.8,1.30263E-10,4.12274E-05,,961701.6,
-4,1.30242E-10,4.12026E-05,,961701.6,
-4.2,1.30211E-10,4.12278E-05,,961701.6,
-4.4,1.3019E-10,4.1178E-05,,961701.6,
-4.6,1.30173E-10,4.11648E-05,,961701.6,
-4.8,1.30148E-10,4.11337E-05,,961701.6,
-5,1.30118E-10,4.11265E-05,,961701.6,
-5,1.33407E-10,5.69807E-05,,1103319,
-4.8,1.33442E-10,5.69656E-05,,1103319,
-4.6,1.33474E-10,5.69917E-05,,1103319,
-4.4,1.33505E-10,5.70348E-05,,1103319,
-4.2,1.33531E-10,5.70785E-05,,1103319,
-4,1.33557E-10,5.70336E-05,,1103319,
-3.8,1.33584E-10,5.70614E-05,,1103319,
-3.6,1.33604E-10,5.70842E-05,,1103319,
-3.4,1.33622E-10,5.71275E-05,,1103319,
-3.2,1.33644E-10,5.71419E-05,,1103319,
-3,1.33663E-10,5.71376E-05,,1103319,
-2.8,1.3368E-10,5.71585E-05,,1103319,
-2.6,1.33695E-10,5.7173E-05,,1103319,
-2.4,1.33714E-10,5.71872E-05,,1103319,
-2.2,1.3373E-10,5.71779E-05,,1103319,
-2,1.33745E-10,5.72176E-05,,1103319,
-1.8,1.33763E-10,5.72086E-05,,1103319,
-1.6,1.33785E-10,5.72505E-05,,1103319,
-1.4,1.3381E-10,5.72901E-05,,1103319,
-1.2,1.3384E-10,5.73323E-05,,1103319,
-1,1.33884E-10,5.74134E-05,,1103319,
-0.8,1.33947E-10,5.75411E-05,,1103319,
-0.6,1.34057E-10,5.77629E-05,,1103319,
-0.4,1.34233E-10,5.81516E-05,,1103319,
-0.2,1.3454E-10,5.88105E-05,,1103319,
0,1.3505E-10,6.00501E-05,,1103319,
0.2,1.35829E-10,6.21839E-05,,1103319,
0.4,1.36925E-10,6.54491E-05,,1103319,
0.6,1.38255E-10,6.97177E-05,,1103319,
0.8,1.3968E-10,7.43032E-05,,1103319,
1,1.41048E-10,7.84272E-05,,1103319,
1.2,1.42288E-10,8.17726E-05,,1103319,
1.4,1.43349E-10,8.42398E-05,,1103319,
1.6,1.44224E-10,8.60229E-05,,1103319,
1.8,1.44964E-10,8.71533E-05,,1103319,
2,1.45583E-10,8.78795E-05,,1103319,
2.2,1.4609E-10,8.83727E-05,,1103319,
2.4,1.46523E-10,8.86295E-05,,1103319,
2.6,1.46882E-10,8.87736E-05,,1103319,
2.8,1.472E-10,8.87957E-05,,1103319,
3,1.47471E-10,8.87649E-05,,1103319,
3.2,1.47701E-10,8.8689E-05,,1103319,
3.4,1.47906E-10,8.85633E-05,,1103319,
3.6,1.48087E-10,8.84675E-05,,1103319,
3.8,1.48251E-10,8.82836E-05,,1103319,
4,1.48393E-10,8.81512E-05,,1103319,
4.2,1.48522E-10,8.80293E-05,,1103319,
4.4,1.48638E-10,8.7877E-05,,1103319,
4.6,1.48743E-10,8.76989E-05,,1103319,
4.8,1.48842E-10,8.75665E-05,,1103319,
5,1.48927E-10,8.74283E-05,,1103319,
5.2,1.49012E-10,8.73085E-05,,1103319,
5.4,1.49085E-10,8.71406E-05,,1103319,
5.6,1.49153E-10,8.70365E-05,,1103319,
5.8,1.49216E-10,8.68952E-05,,1103319,
6,1.49274E-10,8.67834E-05,,1103319,
6.2,1.49331E-10,8.66666E-05,,1103319,
6.4,1.49386E-10,8.65198E-05,,1103319,
6.6,1.4943E-10,8.64366E-05,,1103319,
6.8,1.49476E-10,8.62863E-05,,1103319,
7,1.49516E-10,8.62213E-05,,1103319,
7.2,1.49558E-10,8.60979E-05,,1103319,
7.4,1.49596E-10,8.60059E-05,,1103319,
7.6,1.49629E-10,8.59091E-05,,1103319,
7.8,1.49666E-10,8.58287E-05,,1103319,
8,1.49702E-10,8.57359E-05,,1103319,
8.2,1.49729E-10,8.56696E-05,,1103319,
8.4,1.49758E-10,8.56005E-05,,1103319,
8.6,1.49787E-10,8.55068E-05,,1103319,
8.8,1.49812E-10,8.53822E-05,,1103319,
9,1.49837E-10,8.53133E-05,,1103319,
9.2,1.49858E-10,8.52416E-05,,1103319,
9.4,1.4988E-10,8.51715E-05,,1103319,
9.6,1.49902E-10,8.5105E-05,,1103319,
9.8,1.49928E-10,8.50483E-05,,1103319,
10,1.49942E-10,8.49684E-05,,1103319,
10,1.49943E-10,8.49659E-05,,1103319,
9.8,1.49923E-10,8.50449E-05,,1103319,
9.6,1.49903E-10,8.51513E-05,,1103319,
9.4,1.49886E-10,8.51874E-05,,1103319,
9.2,1.49861E-10,8.52665E-05,,1103319,
9,1.49832E-10,8.53218E-05,,1103319,
8.8,1.49809E-10,8.54231E-05,,1103319,
8.6,1.49783E-10,8.5492E-05,,1103319,
8.4,1.49756E-10,8.55738E-05,,1103319,
8.2,1.49724E-10,8.56508E-05,,1103319,
8,1.49696E-10,8.57513E-05,,1103319,
7.8,1.49664E-10,8.58138E-05,,1103319,
7.6,1.49629E-10,8.59552E-05,,1103319,
7.4,1.49591E-10,8.6021E-05,,1103319,
7.2,1.49555E-10,8.61319E-05,,1103319,
7,1.49514E-10,8.62514E-05,,1103319,
6.8,1.49477E-10,8.63179E-05,,1103319,
6.6,1.49421E-10,8.64579E-05,,1103319,
6.4,1.49379E-10,8.65845E-05,,1103319,
6.2,1.4933E-10,8.67168E-05,,1103319,
6,1.49272E-10,8.68293E-05,,1103319,
5.8,1.49211E-10,8.6934E-05,,1103319,
5.6,1.49147E-10,8.70875E-05,,1103319,
5.4,1.49076E-10,8.71914E-05,,1103319,
5.2,1.49003E-10,8.73254E-05,,1103319,
5,1.48919E-10,8.74805E-05,,1103319,
4.8,1.48829E-10,8.76007E-05,,1103319,
4.6,1.48731E-10,8.77659E-05,,1103319,
4.4,1.48631E-10,8.7911E-05,,1103319,
4.2,1.48511E-10,8.80353E-05,,1103319,
4,1.48383E-10,8.82036E-05,,1103319,
3.8,1.48235E-10,8.83346E-05,,1103319,
3.6,1.48078E-10,8.84802E-05,,1103319,
3.4,1.47895E-10,8.85961E-05,,1103319,
3.2,1.47685E-10,8.87222E-05,,1103319,
3,1.47451E-10,8.8773E-05,,1103319,
2.8,1.47181E-10,8.88182E-05,,1103319,
2.6,1.46865E-10,8.8748E-05,,1103319,
2.4,1.46498E-10,8.86579E-05,,1103319,
2.2,1.46062E-10,8.83757E-05,,1103319,
2,1.45539E-10,8.78917E-05,,1103319,
1.8,1.44929E-10,8.71244E-05,,1103319,
1.6,1.44185E-10,8.59445E-05,,1103319,
1.4,1.43291E-10,8.42019E-05,,1103319,
1.2,1.42221E-10,8.16661E-05,,1103319,
1,1.40981E-10,7.82714E-05,,1103319,
0.8,1.39606E-10,7.40914E-05,,1103319,
0.6,1.38181E-10,6.95562E-05,,1103319,
0.4,1.36852E-10,6.52977E-05,,1103319,
0.2,1.3577E-10,6.2038E-05,,1103319,
0,1.34998E-10,5.99585E-05,,1103319,
-0.2,1.34499E-10,5.87452E-05,,1103319,
-0.4,1.34202E-10,5.80781E-05,,1103319,
-0.6,1.34031E-10,5.77428E-05,,1103319,
-0.8,1.33924E-10,5.75105E-05,,1103319,
-1,1.33859E-10,5.74053E-05,,1103319,
-1.2,1.33814E-10,5.73113E-05,,1103319,
-1.4,1.33786E-10,5.7274E-05,,1103319,
-1.6,1.33763E-10,5.72537E-05,,1103319,
-1.8,1.33736E-10,5.72251E-05,,1103319,
-2,1.33717E-10,5.72164E-05,,1103319,
-2.2,1.337E-10,5.71529E-05,,1103319,
-2.4,1.33676E-10,5.71404E-05,,1103319,
-2.6,1.33661E-10,5.71459E-05,,1103319,
-2.8,1.33641E-10,5.71023E-05,,1103319,
-3,1.3362E-10,5.71358E-05,,1103319,
-3.2,1.33598E-10,5.70902E-05,,1103319,
-3.4,1.33582E-10,5.70606E-05,,1103319,
-3.6,1.33557E-10,5.70548E-05,,1103319,
-3.8,1.33533E-10,5.70791E-05,,1103319,
-4,1.33515E-10,5.70431E-05,,1103319,
-4.2,1.33492E-10,5.69988E-05,,1103319,
-4.4,1.33464E-10,5.6994E-05,,1103319,
-4.6,1.3344E-10,5.69889E-05,,1103319,
-4.8,1.33417E-10,5.6991E-05,,1103319,
-5,1.33397E-10,5.69802E-05,,1103319,
-5,1.37852E-10,7.97502E-05,,1265791,
-4.8,1.37902E-10,7.97499E-05,,1265791,
-4.6,1.37922E-10,7.98523E-05,,1265791,
-4.4,1.37955E-10,7.98357E-05,,1265791,
-4.2,1.37981E-10,7.9883E-05,,1265791,
-4,1.38007E-10,7.98488E-05,,1265791,
-3.8,1.38032E-10,7.98866E-05,,1265791,
-3.6,1.38054E-10,7.99134E-05,,1265791,
-3.4,1.3808E-10,7.99421E-05,,1265791,
-3.2,1.38104E-10,7.99046E-05,,1265791,
-3,1.38118E-10,7.99738E-05,,1265791,
-2.8,1.38137E-10,7.99877E-05,,1265791,
-2.6,1.38157E-10,8.0084E-05,,1265791,
-2.4,1.38178E-10,8.00622E-05,,1265791,
-2.2,1.38191E-10,8.00286E-05,,1265791,
-2,1.38218E-10,8.00193E-05,,1265791,
-1.8,1.38215E-10,8.00389E-05,,1265791,
-1.6,1.38249E-10,8.01144E-05,,1265791,
-1.4,1.38271E-10,8.01812E-05,,1265791,
-1.2,1.38313E-10,8.02296E-05,,1265791,
-1,1.38359E-10,8.03177E-05,,1265791,
-0.8,1.38413E-10,8.05348E-05,,1265791,
-0.6,1.38524E-10,8.07421E-05,,1265791,
-0.4,1.38709E-10,8.13557E-05,,1265791,
-0.2,1.39025E-10,8.21887E-05,,1265791,
0,1.39539E-10,8.38254E-05,,1265791,
0.2,1.40336E-10,8.66459E-05,,1265791,
0.4,1.41428E-10,9.11258E-05,,1265791,
0.6,1.42755E-10,9.68616E-05,,1265791,
0.8,1.44183E-10,0.000103092,,1265791,
1,1.45552E-10,0.000108624,,1265791,
1.2,1.46808E-10,0.000113191,,1265791,
1.4,1.47886E-10,0.000116683,,1265791,
1.6,1.48818E-10,0.000119089,,1265791,
1.8,1.49575E-10,0.000120712,,1265791,
2,1.50219E-10,0.000121865,,1265791,
2.2,1.50761E-10,0.000122459,,1265791,
2.4,1.51219E-10,0.00012286,,1265791,
2.6,1.51609E-10,0.000123175,,1265791,
2.8,1.51944E-10,0.000123188,,1265791,
3,1.52231E-10,0.000123227,,1265791,
3.2,1.52492E-10,0.0001232,,1265791,
3.4,1.52708E-10,0.000123116,,1265791,
3.6,1.52914E-10,0.000122966,,1265791,
3.8,1.53088E-10,0.000122826,,1265791,
4,1.53246E-10,0.000122611,,1265791,
4.2,1.53395E-10,0.000122466,,1265791,
4.4,1.53514E-10,0.000122209,,1265791,
4.6,1.53637E-10,0.000122109,,1265791,
4.8,1.53738E-10,0.000121881,,1265791,
5,1.53833E-10,0.000121708,,1265791,
5.2,1.53928E-10,0.000121554,,1265791,
5.4,1.54004E-10,0.000121336,,1265791,
5.6,1.54081E-10,0.000121152,,1265791,
5.8,1.54152E-10,0.000121042,,1265791,
6,1.54222E-10,0.000120913,,1265791,
6.2,1.54277E-10,0.000120729,,1265791,
6.4,1.54341E-10,0.000120509,,1265791,
6.6,1.5439E-10,0.000120471,,1265791,
6.8,1.54431E-10,0.000120268,,1265791,
7,1.54494E-10,0.000120197,,1265791,
7.2,1.54534E-10,0.000120062,,1265791,
7.4,1.54572E-10,0.000119944,,1265791,
7.6,1.54614E-10,0.00011982,,1265791,
7.8,1.54658E-10,0.000119606,,1265791,
8,1.54691E-10,0.000119508,,1265791,
8.2,1.54722E-10,0.000119436,,1265791,
8.4,1.54757E-10,0.00011938,,1265791,
8.6,1.54788E-10,0.000119293,,1265791,
8.8,1.54816E-10,0.00011908,,1265791,
9,1.54836E-10,0.000119056,,1265791,
9.2,1.54873E-10,0.000118933,,1265791,
9.4,1.54893E-10,0.000118874,,1265791,
9.6,1.54925E-10,0.000118714,,1265791,
9.8,1.54955E-10,0.000118626,,1265791,
10,1.54959E-10,0.000118605,,1265791,
10,1.5496E-10,0.000118581,,1265791,
9.8,1.54941E-10,0.00011858,,1265791,
9.6,1.5492E-10,0.0001187,,1265791,
9.4,1.54898E-10,0.000118849,,1265791,
9.2,1.54871E-10,0.000118903,,1265791,
9,1.54845E-10,0.000119009,,1265791,
8.8,1.54819E-10,0.000119236,,1265791,
8.6,1.54779E-10,0.000119279,,1265791,
8.4,1.54754E-10,0.00011943,,1265791,
8.2,1.54724E-10,0.000119477,,1265791,
8,1.54685E-10,0.000119575,,1265791,
7.8,1.54653E-10,0.000119761,,1265791,
7.6,1.54606E-10,0.000119818,,1265791,
7.4,1.54577E-10,0.000119914,,1265791,
7.2,1.54535E-10,0.000120118,,1265791,
7,1.54482E-10,0.000120156,,1265791,
6.8,1.54446E-10,0.000120335,,1265791,
6.6,1.54393E-10,0.000120526,,1265791,
6.4,1.54329E-10,0.000120569,,1265791,
6.2,1.54272E-10,0.000120762,,1265791,
6,1.54211E-10,0.000120966,,1265791,
5.8,1.54148E-10,0.000121059,,1265791,
5.6,1.54071E-10,0.000121346,,1265791,
5.4,1.53999E-10,0.000121375,,1265791,
5.2,1.53917E-10,0.000121628,,1265791,
5,1.53825E-10,0.000121768,,1265791,
4.8,1.53728E-10,0.000121933,,1265791,
4.6,1.53627E-10,0.000122126,,1265791,
4.4,1.53502E-10,0.00012234,,1265791,
4.2,1.53383E-10,0.000122479,,1265791,
4,1.53227E-10,0.00012271,,1265791,
3.8,1.53071E-10,0.000122834,,1265791,
3.6,1.52902E-10,0.000122986,,1265791,
3.4,1.52698E-10,0.000123093,,1265791,
3.2,1.52482E-10,0.000123199,,1265791,
3,1.52222E-10,0.000123309,,1265791,
2.8,1.5193E-10,0.000123206,,1265791,
2.6,1.51582E-10,0.00012319,,1265791,
2.4,1.51186E-10,0.000122924,,1265791,
2.2,1.50725E-10,0.000122552,,1265791,
2,1.50184E-10,0.000121722,,1265791,
1.8,1.49539E-10,0.000120633,,1265791,
1.6,1.48762E-10,0.000118949,,1265791,
1.4,1.47833E-10,0.000116448,,1265791,
1.2,1.46743E-10,0.000113119,,1265791,
1,1.4549E-10,0.000108382,,1265791,
0.8,1.44103E-10,0.000102786,,1265791,
0.6,1.42683E-10,9.66361E-05,,1265791,
0.4,1.41366E-10,9.09708E-05,,1265791,
0.2,1.40268E-10,8.651E-05,,1265791,
0,1.39476E-10,8.36806E-05,,1265791,
-0.2,1.38977E-10,8.20371E-05,,1265791,
-0.4,1.38669E-10,8.11568E-05,,1265791,
-0.6,1.38494E-10,8.06684E-05,,1265791,
-0.8,1.38384E-10,8.04609E-05,,1265791,
-1,1.38324E-10,8.03356E-05,,1265791,
-1.2,1.38276E-10,8.01506E-05,,1265791,
-1.4,1.38238E-10,8.01484E-05,,1265791,
-1.6,1.38222E-10,8.00818E-05,,1265791,
-1.8,1.38192E-10,8.00149E-05,,1265791,
-2,1.3818E-10,8.00504E-05,,1265791,
-2.2,1.38149E-10,8.00338E-05,,1265791,
-2.4,1.38135E-10,7.99573E-05,,1265791,
-2.6,1.3812E-10,7.99263E-05,,1265791,
-2.8,1.38103E-10,7.99406E-05,,1265791,
-3,1.38077E-10,7.98629E-05,,1265791,
-3.2,1.38046E-10,7.98447E-05,,1265791,
-3.4,1.38029E-10,7.9845E-05,,1265791,
-3.6,1.38014E-10,7.98788E-05,,1265791,
-3.8,1.37995E-10,7.97871E-05,,1265791,
-4,1.37966E-10,7.97917E-05,,1265791,
-4.2,1.37937E-10,7.97955E-05,,1265791,
-4.4,1.37911E-10,7.97223E-05,,1265791,
-4.6,1.37895E-10,7.97377E-05,,1265791,
-4.8,1.37857E-10,7.97018E-05,,1265791,
-5,1.37837E-10,7.9702E-05,,1265791,
-5,1.43978E-10,0.000113132,,1452188,
-4.8,1.44019E-10,0.000113159,,1452188,
-4.6,1.44051E-10,0.000113249,,1452188,
-4.4,1.44081E-10,0.000113284,,1452188,
-4.2,1.44122E-10,0.000113298,,1452188,
-4,1.44138E-10,0.000113344,,1452188,
-3.8,1.4417E-10,0.000113394,,1452188,
-3.6,1.4419E-10,0.00011346,,1452188,
-3.4,1.44218E-10,0.000113475,,1452188,
-3.2,1.44239E-10,0.000113536,,1452188,
-3,1.44253E-10,0.00011359,,1452188,
-2.8,1.44282E-10,0.000113537,,1452188,
-2.6,1.443E-10,0.0001136,,1452188,
