Setup title,MFCV-Low(1)(1)
9.2,1.3486E-10,1.52143E-07,,53723.39,
9,1.34848E-10,1.59284E-07,,53723.39,
8.8,1.34826E-10,1.59356E-07,,53723.39,
8.6,1.34803E-10,1.51781E-07,,53723.39,
8.4,1.34791E-10,1.68309E-07,,53723.39,
8.2,1.34822E-10,1.70466E-07,,53723.39,
8,1.34747E-10,1.76482E-07,,53723.39,
7.8,1.34736E-10,1.52748E-07,,53723.39,
7.6,1.3475E-10,1.43682E-07,,53723.39,
7.4,1.34706E-10,1.6641E-07,,53723.39,
7.2,1.34628E-10,1.46898E-07,,53723.39,
7,1.34626E-10,1.58187E-07,,53723.39,
6.8,1.34546E-10,1.63964E-07,,53723.39,
6.6,1.34565E-10,1.72838E-07,,53723.39,
6.4,1.34555E-10,1.54392E-07,,53723.39,
6.2,1.3453E-10,1.65174E-07,,53723.39,
6,1.34503E-10,1.83723E-07,,53723.39,
5.8,1.34459E-10,1.612E-07,,53723.39,
5.6,1.34418E-10,1.62197E-07,,53723.39,
5.4,1.34403E-10,1.48965E-07,,53723.39,
5.2,1.34303E-10,1.43842E-07,,53723.39,
5,1.34299E-10,1.61711E-07,,53723.39,
4.8,1.342E-10,1.80106E-07,,53723.39,
4.6,1.34129E-10,1.66185E-07,,53723.39,
4.4,1.34087E-10,1.57627E-07,,53723.39,
4.2,1.33991E-10,1.61366E-07,,53723.39,
4,1.33864E-10,1.55999E-07,,53723.39,
3.8,1.33806E-10,1.54403E-07,,53723.39,
3.6,1.33663E-10,1.73622E-07,,53723.39,
3.4,1.33552E-10,1.86397E-07,,53723.39,
3.2,1.33391E-10,1.74391E-07,,53723.39,
3,1.33199E-10,1.63542E-07,,53723.39,
2.8,1.32985E-10,1.53962E-07,,53723.39,
2.6,1.32741E-10,1.55601E-07,,53723.39,
2.4,1.32463E-10,1.57217E-07,,53723.39,
2.2,1.32112E-10,1.65635E-07,,53723.39,
2,1.31737E-10,1.61459E-07,,53723.39,
1.8,1.31235E-10,1.78111E-07,,53723.39,
1.6,1.3062E-10,1.50189E-07,,53723.39,
1.4,1.29726E-10,2.00329E-07,,53723.39,
1.2,1.28861E-10,1.89887E-07,,53723.39,
1,1.27603E-10,1.8008E-07,,53723.39,
0.8,1.26187E-10,1.63464E-07,,53723.39,
0.6,1.24807E-10,1.69167E-07,,53723.39,
0.4,1.23549E-10,1.68997E-07,,53723.39,
0.2,1.22532E-10,1.60369E-07,,53723.39,
0,1.21756E-10,1.72133E-07,,53723.39,
-0.2,1.21267E-10,1.47491E-07,,53723.39,
-0.4,1.2099E-10,1.73895E-07,,53723.39,
-0.6,1.20778E-10,1.33584E-07,,53723.39,
-0.8,1.20647E-10,1.35124E-07,,53723.39,
-1,1.20561E-10,1.3717E-07,,53723.39,
-1.2,1.20537E-10,1.35776E-07,,53723.39,
-1.4,1.20525E-10,1.30132E-07,,53723.39,
-1.6,1.20456E-10,1.226E-07,,53723.39,
-1.8,1.20427E-10,1.2918E-07,,53723.39,
-2,1.20428E-10,1.01417E-07,,53723.39,
-2.2,1.20345E-10,1.11951E-07,,53723.39,
-2.4,1.20379E-10,1.14257E-07,,53723.39,
-2.6,1.20373E-10,1.1927E-07,,53723.39,
-2.8,1.203E-10,9.61273E-08,,53723.39,
-3,1.20359E-10,1.07641E-07,,53723.39,
-3.2,1.20313E-10,1.14592E-07,,53723.39,
-3.4,1.2032E-10,1.05347E-07,,53723.39,
-3.6,1.20271E-10,9.09126E-08,,53723.39,
-3.8,1.20275E-10,1.00807E-07,,53723.39,
-4,1.20257E-10,1.10498E-07,,53723.39,
-4.2,1.20185E-10,9.19753E-08,,53723.39,
-4.4,1.20179E-10,9.67794E-08,,53723.39,
-4.6,1.20129E-10,1.00994E-07,,53723.39,
-4.8,1.20134E-10,9.86816E-08,,53723.39,
-5,1.20137E-10,1.06233E-07,,53723.39,
-5,1.20006E-10,7.74942E-08,,61634.55,
-4.8,1.20153E-10,1.77073E-07,,61634.55,
-4.6,1.20391E-10,1.56176E-07,,61634.55,
-4.4,1.20389E-10,1.67196E-07,,61634.55,
-4.2,1.20056E-10,1.26706E-07,,61634.55,
-4,1.20068E-10,9.52956E-08,,61634.55,
-3.8,1.20342E-10,5.23148E-08,,61634.55,
-3.6,1.20108E-10,7.80218E-08,,61634.55,
-3.4,1.20109E-10,1.22181E-07,,61634.55,
-3.2,1.20386E-10,1.13841E-07,,61634.55,
-3,1.20166E-10,1.07946E-07,,61634.55,
-2.8,1.20267E-10,9.80913E-08,,61634.55,
-2.6,1.20188E-10,1.22709E-07,,61634.55,
-2.4,1.20501E-10,1.3598E-07,,61634.55,
-2.2,1.20455E-10,2.21236E-07,,61634.55,
-2,1.20278E-10,2.01036E-07,,61634.55,
-1.8,1.20481E-10,1.12581E-07,,61634.55,
-1.6,1.20399E-10,1.16064E-07,,61634.55,
-1.4,1.20645E-10,1.78573E-07,,61634.55,
-1.2,1.20313E-10,1.01934E-07,,61634.55,
-1,1.20578E-10,1.21047E-07,,61634.55,
-0.8,1.20835E-10,2.56378E-07,,61634.55,
-0.6,1.20787E-10,7.68047E-08,,61634.55,
-0.4,1.20979E-10,1.71918E-07,,61634.55,
-0.2,1.21312E-10,2.76051E-07,,61634.55,
0,1.21679E-10,2.2827E-07,,61634.55,
0.2,1.22541E-10,1.81064E-07,,61634.55,
0.4,1.23495E-10,1.79124E-07,,61634.55,
0.6,1.25104E-10,2.32659E-07,,61634.55,
0.8,1.26262E-10,2.10822E-07,,61634.55,
1,1.27782E-10,1.82418E-07,,61634.55,
1.2,1.28966E-10,2.90613E-07,,61634.55,
1.4,1.29629E-10,3.03062E-07,,61634.55,
1.6,1.30836E-10,2.16488E-07,,61634.55,
1.8,1.31317E-10,2.75056E-07,,61634.55,
2,1.31597E-10,2.72091E-07,,61634.55,
2.2,1.3227E-10,1.42907E-07,,61634.55,
2.4,1.32422E-10,2.2467E-07,,61634.55,
2.6,1.32604E-10,2.15772E-07,,61634.55,
2.8,1.33059E-10,1.69465E-07,,61634.55,
3,1.33079E-10,2.46839E-07,,61634.55,
3.2,1.33236E-10,1.33936E-07,,61634.55,
3.4,1.33445E-10,3.05857E-07,,61634.55,
3.6,1.33663E-10,2.52089E-07,,61634.55,
3.8,1.34046E-10,2.25489E-07,,61634.55,
4,1.33959E-10,2.19704E-07,,61634.55,
4.2,1.34203E-10,2.06691E-07,,61634.55,
4.4,1.34221E-10,1.54927E-07,,61634.55,
4.6,1.34308E-10,2.90953E-07,,61634.55,
4.8,1.3401E-10,1.98067E-07,,61634.55,
5,1.34046E-10,2.14468E-07,,61634.55,
5.2,1.34148E-10,2.21695E-07,,61634.55,
5.4,1.34384E-10,1.22426E-07,,61634.55,
5.6,1.34337E-10,2.80557E-07,,61634.55,
5.8,1.34381E-10,2.02287E-07,,61634.55,
6,1.3439E-10,1.12973E-07,,61634.55,
6.2,1.34603E-10,2.96075E-07,,61634.55,
6.4,1.34803E-10,2.4676E-07,,61634.55,
6.6,1.34584E-10,1.76431E-07,,61634.55,
6.8,1.34516E-10,1.78877E-07,,61634.55,
7,1.34562E-10,1.58462E-07,,61634.55,
7.2,1.34608E-10,2.24833E-07,,61634.55,
7.4,1.34746E-10,2.48794E-07,,61634.55,
7.6,1.3485E-10,2.08763E-07,,61634.55,
7.8,1.34784E-10,2.31181E-07,,61634.55,
8,1.34691E-10,1.33312E-07,,61634.55,
8.2,1.34897E-10,2.01496E-07,,61634.55,
8.4,1.34919E-10,2.77833E-07,,61634.55,
8.6,1.34828E-10,2.98941E-07,,61634.55,
8.8,1.34907E-10,1.56478E-07,,61634.55,
9,1.34909E-10,2.87042E-07,,61634.55,
9.2,1.34803E-10,1.56082E-07,,61634.55,
9.4,1.34887E-10,2.37847E-07,,61634.55,
9.6,1.35142E-10,1.57239E-07,,61634.55,
9.8,1.34698E-10,2.82513E-07,,61634.55,
10,1.34771E-10,2.05034E-07,,61634.55,
10,1.34884E-10,2.11444E-07,,61634.55,
9.8,1.34784E-10,2.50271E-07,,61634.55,
9.6,1.34752E-10,1.11478E-07,,61634.55,
9.4,1.35059E-10,1.4674E-07,,61634.55,
9.2,1.35005E-10,2.5207E-07,,61634.55,
9,1.34823E-10,2.59854E-07,,61634.55,
8.8,1.35068E-10,1.82513E-07,,61634.55,
8.6,1.34851E-10,1.88772E-07,,61634.55,
8.4,1.34802E-10,1.64677E-07,,61634.55,
8.2,1.34708E-10,1.75688E-07,,61634.55,
8,1.34715E-10,1.33532E-07,,61634.55,
7.8,1.34748E-10,2.50904E-07,,61634.55,
7.6,1.3484E-10,2.49787E-07,,61634.55,
7.4,1.34415E-10,1.57585E-07,,61634.55,
7.2,1.34543E-10,1.25992E-07,,61634.55,
7,1.34557E-10,2.25186E-07,,61634.55,
6.8,1.34563E-10,1.23017E-07,,61634.55,
6.6,1.34659E-10,1.95752E-07,,61634.55,
6.4,1.34471E-10,2.26304E-07,,61634.55,
6.2,1.34487E-10,2.80147E-07,,61634.55,
6,1.34583E-10,1.86933E-07,,61634.55,
5.8,1.34283E-10,2.55711E-07,,61634.55,
5.6,1.34306E-10,1.82907E-07,,61634.55,
5.4,1.34453E-10,1.27484E-07,,61634.55,
5.2,1.34321E-10,3.17088E-07,,61634.55,
5,1.34271E-10,1.92587E-07,,61634.55,
4.8,1.34136E-10,1.8184E-07,,61634.55,
4.6,1.34028E-10,2.50772E-07,,61634.55,
4.4,1.34155E-10,1.41608E-07,,61634.55,
4.2,1.34072E-10,2.99942E-07,,61634.55,
4,1.33899E-10,2.90215E-07,,61634.55,
3.8,1.3364E-10,1.71276E-07,,61634.55,
3.6,1.33838E-10,2.57996E-07,,61634.55,
3.4,1.33669E-10,1.83118E-07,,61634.55,
3.2,1.33556E-10,2.22459E-07,,61634.55,
3,1.33123E-10,2.63008E-07,,61634.55,
2.8,1.33056E-10,3.08158E-07,,61634.55,
2.6,1.32935E-10,2.21453E-07,,61634.55,
2.4,1.32447E-10,2.58881E-07,,61634.55,
2.2,1.32219E-10,1.93838E-07,,61634.55,
2,1.31751E-10,2.34388E-07,,61634.55,
1.8,1.31289E-10,2.29235E-07,,61634.55,
1.6,1.30442E-10,2.69493E-07,,61634.55,
1.4,1.29746E-10,2.75141E-07,,61634.55,
1.2,1.28587E-10,2.52539E-07,,61634.55,
1,1.27783E-10,1.69133E-07,,61634.55,
0.8,1.26228E-10,3.03415E-07,,61634.55,
0.6,1.24979E-10,2.60145E-07,,61634.55,
0.4,1.23649E-10,1.24202E-07,,61634.55,
0.2,1.2265E-10,1.7826E-07,,61634.55,
0,1.21808E-10,2.03633E-07,,61634.55,
-0.2,1.21415E-10,2.28486E-07,,61634.55,
-0.4,1.20823E-10,2.38445E-07,,61634.55,
-0.6,1.20801E-10,1.36454E-07,,61634.55,
-0.8,1.20842E-10,1.80648E-07,,61634.55,
-1,1.20627E-10,2.12356E-07,,61634.55,
-1.2,1.20427E-10,1.0307E-07,,61634.55,
-1.4,1.20526E-10,1.46707E-07,,61634.55,
-1.6,1.20346E-10,1.07935E-07,,61634.55,
-1.8,1.20265E-10,1.48694E-07,,61634.55,
-2,1.20597E-10,1.57261E-07,,61634.55,
-2.2,1.20426E-10,1.66933E-07,,61634.55,
-2.4,1.20394E-10,1.12672E-07,,61634.55,
-2.6,1.20265E-10,2.06663E-07,,61634.55,
-2.8,1.20523E-10,1.77957E-07,,61634.55,
-3,1.20497E-10,1.30508E-07,,61634.55,
-3.2,1.2019E-10,1.48255E-07,,61634.55,
-3.4,1.2041E-10,1.16844E-07,,61634.55,
-3.6,1.20323E-10,1.00015E-07,,61634.55,
-3.8,1.20371E-10,1.73509E-07,,61634.55,
-4,1.20366E-10,9.74806E-08,,61634.55,
-4.2,1.20317E-10,1.89043E-07,,61634.55,
-4.4,1.2007E-10,1.54451E-07,,61634.55,
-4.6,1.20221E-10,5.12811E-08,,61634.55,
-4.8,1.20047E-10,1.12319E-07,,61634.55,
-5,1.2011E-10,8.37674E-08,,61634.55,
-5,1.20186E-10,1.90151E-07,,70710.68,
-4.8,1.20203E-10,1.7894E-07,,70710.68,
-4.6,1.20221E-10,1.91956E-07,,70710.68,
-4.4,1.2019E-10,1.94037E-07,,70710.68,
-4.2,1.20267E-10,1.80129E-07,,70710.68,
-4,1.20274E-10,1.45268E-07,,70710.68,
-3.8,1.20258E-10,1.85452E-07,,70710.68,
-3.6,1.20347E-10,1.76532E-07,,70710.68,
-3.4,1.20379E-10,1.95961E-07,,70710.68,
-3.2,1.20387E-10,1.63358E-07,,70710.68,
-3,1.20402E-10,1.81983E-07,,70710.68,
-2.8,1.20397E-10,1.65581E-07,,70710.68,
-2.6,1.20388E-10,1.57207E-07,,70710.68,
-2.4,1.20441E-10,2.24459E-07,,70710.68,
-2.2,1.20431E-10,1.86231E-07,,70710.68,
-2,1.2049E-10,1.88792E-07,,70710.68,
-1.8,1.20503E-10,1.77634E-07,,70710.68,
-1.6,1.20466E-10,1.72164E-07,,70710.68,
-1.4,1.20554E-10,2.14001E-07,,70710.68,
-1.2,1.20527E-10,1.94613E-07,,70710.68,
-1,1.20619E-10,2.38733E-07,,70710.68,
-0.8,1.20737E-10,1.98711E-07,,70710.68,
-0.6,1.20818E-10,2.13286E-07,,70710.68,
-0.4,1.2099E-10,2.43002E-07,,70710.68,
-0.2,1.21327E-10,2.57662E-07,,70710.68,
0,1.21819E-10,2.44899E-07,,70710.68,
0.2,1.22553E-10,2.58385E-07,,70710.68,
0.4,1.23591E-10,2.48191E-07,,70710.68,
0.6,1.24949E-10,2.49688E-07,,70710.68,
0.8,1.26356E-10,2.83242E-07,,70710.68,
1,1.27694E-10,2.93404E-07,,70710.68,
1.2,1.28835E-10,2.74215E-07,,70710.68,
1.4,1.2984E-10,2.78157E-07,,70710.68,
1.6,1.30639E-10,2.88426E-07,,70710.68,
1.8,1.31231E-10,2.75531E-07,,70710.68,
2,1.31745E-10,2.63695E-07,,70710.68,
2.2,1.32184E-10,2.95847E-07,,70710.68,
2.4,1.32495E-10,2.92376E-07,,70710.68,
2.6,1.32821E-10,3.00222E-07,,70710.68,
2.8,1.33099E-10,2.85381E-07,,70710.68,
3,1.33272E-10,2.84037E-07,,70710.68,
3.2,1.3343E-10,2.682E-07,,70710.68,
3.4,1.33563E-10,2.78475E-07,,70710.68,
3.6,1.3369E-10,2.67687E-07,,70710.68,
3.8,1.33842E-10,3.0114E-07,,70710.68,
4,1.33963E-10,2.70047E-07,,70710.68,
4.2,1.34057E-10,2.78452E-07,,70710.68,
4.4,1.34136E-10,2.87192E-07,,70710.68,
4.6,1.34172E-10,2.59964E-07,,70710.68,
4.8,1.34244E-10,3.00442E-07,,70710.68,
5,1.34329E-10,2.73689E-07,,70710.68,
5.2,1.34345E-10,2.6113E-07,,70710.68,
5.4,1.34419E-10,2.82095E-07,,70710.68,
5.6,1.34463E-10,2.48805E-07,,70710.68,
5.8,1.34453E-10,2.61948E-07,,70710.68,
6,1.345E-10,2.62267E-07,,70710.68,
6.2,1.34539E-10,2.72243E-07,,70710.68,
6.4,1.34595E-10,3.00038E-07,,70710.68,
6.6,1.34601E-10,2.37355E-07,,70710.68,
6.8,1.34726E-10,2.60129E-07,,70710.68,
7,1.34695E-10,2.53962E-07,,70710.68,
7.2,1.3478E-10,2.401E-07,,70710.68,
7.4,1.34716E-10,2.50528E-07,,70710.68,
7.6,1.34771E-10,2.41835E-07,,70710.68,
7.8,1.34778E-10,2.62856E-07,,70710.68,
8,1.34811E-10,2.66657E-07,,70710.68,
8.2,1.34883E-10,2.5853E-07,,70710.68,
8.4,1.34811E-10,2.9411E-07,,70710.68,
8.6,1.34858E-10,2.7842E-07,,70710.68,
8.8,1.34875E-10,2.69587E-07,,70710.68,
9,1.34841E-10,2.44806E-07,,70710.68,
9.2,1.34842E-10,2.62829E-07,,70710.68,
9.4,1.34972E-10,2.59778E-07,,70710.68,
9.6,1.34953E-10,2.35264E-07,,70710.68,
9.8,1.34967E-10,2.56506E-07,,70710.68,
10,1.34938E-10,2.68314E-07,,70710.68,
10,1.34953E-10,2.81223E-07,,70710.68,
9.8,1.35015E-10,2.36722E-07,,70710.68,
9.6,1.34893E-10,2.31739E-07,,70710.68,
9.4,1.34937E-10,2.59821E-07,,70710.68,
9.2,1.34886E-10,2.66296E-07,,70710.68,
9,1.34853E-10,2.80095E-07,,70710.68,
8.8,1.34825E-10,2.53973E-07,,70710.68,
8.6,1.34864E-10,2.49847E-07,,70710.68,
8.4,1.3485E-10,2.56684E-07,,70710.68,
8.2,1.34804E-10,2.4656E-07,,70710.68,
8,1.34736E-10,2.74284E-07,,70710.68,
7.8,1.34832E-10,2.75221E-07,,70710.68,
7.6,1.34666E-10,2.68136E-07,,70710.68,
7.4,1.34759E-10,2.76035E-07,,70710.68,
7.2,1.34685E-10,2.71008E-07,,70710.68,
7,1.34663E-10,2.49231E-07,,70710.68,
6.8,1.34621E-10,2.74235E-07,,70710.68,
6.6,1.34662E-10,2.8405E-07,,70710.68,
6.4,1.34633E-10,2.79486E-07,,70710.68,
6.2,1.34605E-10,2.54896E-07,,70710.68,
6,1.34501E-10,2.409E-07,,70710.68,
5.8,1.34467E-10,2.77723E-07,,70710.68,
5.6,1.34446E-10,2.88214E-07,,70710.68,
5.4,1.34404E-10,2.90469E-07,,70710.68,
5.2,1.3432E-10,2.57323E-07,,70710.68,
5,1.34298E-10,2.75711E-07,,70710.68,
4.8,1.34299E-10,2.80056E-07,,70710.68,
4.6,1.34203E-10,2.52286E-07,,70710.68,
4.4,1.34084E-10,2.65189E-07,,70710.68,
4.2,1.34014E-10,2.77184E-07,,70710.68,
4,1.339E-10,2.53522E-07,,70710.68,
3.8,1.33747E-10,2.94821E-07,,70710.68,
3.6,1.33714E-10,2.98613E-07,,70710.68,
3.4,1.33555E-10,2.62103E-07,,70710.68,
3.2,1.33425E-10,3.16442E-07,,70710.68,
3,1.33238E-10,2.97384E-07,,70710.68,
2.8,1.33081E-10,2.89154E-07,,70710.68,
2.6,1.32786E-10,3.0523E-07,,70710.68,
2.4,1.32476E-10,2.88831E-07,,70710.68,
2.2,1.32151E-10,2.98972E-07,,70710.68,
2,1.31707E-10,2.81422E-07,,70710.68,
1.8,1.31173E-10,2.98969E-07,,70710.68,
1.6,1.30528E-10,2.84956E-07,,70710.68,
1.4,1.29774E-10,3.03294E-07,,70710.68,
1.2,1.28769E-10,2.78068E-07,,70710.68,
1,1.27663E-10,2.80597E-07,,70710.68,
0.8,1.26302E-10,2.82088E-07,,70710.68,
0.6,1.24885E-10,2.65145E-07,,70710.68,
0.4,1.23546E-10,2.40981E-07,,70710.68,
0.2,1.22509E-10,2.23169E-07,,70710.68,
0,1.21713E-10,2.38478E-07,,70710.68,
-0.2,1.21335E-10,2.38417E-07,,70710.68,
-0.4,1.20965E-10,2.3671E-07,,70710.68,
-0.6,1.2084E-10,2.36256E-07,,70710.68,
-0.8,1.20668E-10,2.1045E-07,,70710.68,
-1,1.20593E-10,2.10417E-07,,70710.68,
-1.2,1.20556E-10,1.95864E-07,,70710.68,
-1.4,1.20512E-10,2.14426E-07,,70710.68,
-1.6,1.2046E-10,1.93359E-07,,70710.68,
-1.8,1.20486E-10,1.75769E-07,,70710.68,
-2,1.20449E-10,1.80378E-07,,70710.68,
-2.2,1.20443E-10,1.76885E-07,,70710.68,
-2.4,1.20398E-10,1.79867E-07,,70710.68,
-2.6,1.20353E-10,1.61482E-07,,70710.68,
-2.8,1.20389E-10,1.44452E-07,,70710.68,
-3,1.20298E-10,1.70752E-07,,70710.68,
-3.2,1.20317E-10,1.89854E-07,,70710.68,
-3.4,1.20373E-10,1.53733E-07,,70710.68,
-3.6,1.20317E-10,1.80038E-07,,70710.68,
-3.8,1.20303E-10,1.67254E-07,,70710.68,
-4,1.20245E-10,1.5803E-07,,70710.68,
-4.2,1.20184E-10,1.92053E-07,,70710.68,
-4.4,1.20209E-10,1.82736E-07,,70710.68,
-4.6,1.2021E-10,1.75655E-07,,70710.68,
-4.8,1.20214E-10,1.57769E-07,,70710.68,
-5,1.2019E-10,1.72485E-07,,70710.68,
-5,1.20172E-10,2.16494E-07,,81123.34,
-4.8,1.20174E-10,2.16917E-07,,81123.34,
-4.6,1.20225E-10,2.3126E-07,,81123.34,
-4.4,1.20259E-10,2.2907E-07,,81123.34,
-4.2,1.20306E-10,2.21039E-07,,81123.34,
-4,1.20327E-10,2.18428E-07,,81123.34,
-3.8,1.20349E-10,2.25906E-07,,81123.34,
-3.6,1.20357E-10,2.40901E-07,,81123.34,
-3.4,1.2038E-10,2.2414E-07,,81123.34,
-3.2,1.20371E-10,2.20177E-07,,81123.34,
-3,1.2042E-10,2.38818E-07,,81123.34,
-2.8,1.20419E-10,2.40922E-07,,81123.34,
-2.6,1.20423E-10,2.29263E-07,,81123.34,
-2.4,1.20458E-10,2.27133E-07,,81123.34,
-2.2,1.2047E-10,2.25518E-07,,81123.34,
-2,1.20498E-10,2.34504E-07,,81123.34,
-1.8,1.20519E-10,2.45654E-07,,81123.34,
-1.6,1.20536E-10,2.62329E-07,,81123.34,
-1.4,1.20528E-10,2.53312E-07,,81123.34,
-1.2,1.20582E-10,2.46073E-07,,81123.34,
-1,1.20636E-10,2.56566E-07,,81123.34,
-0.8,1.20706E-10,2.75938E-07,,81123.34,
-0.6,1.20817E-10,2.96363E-07,,81123.34,
-0.4,1.20994E-10,2.92001E-07,,81123.34,
-0.2,1.21315E-10,3.05398E-07,,81123.34,
0,1.21811E-10,3.14327E-07,,81123.34,
0.2,1.22585E-10,3.08773E-07,,81123.34,
0.4,1.23626E-10,3.17084E-07,,81123.34,
0.6,1.24939E-10,3.2372E-07,,81123.34,
0.8,1.26353E-10,3.37507E-07,,81123.34,
1,1.2771E-10,3.5625E-07,,81123.34,
1.2,1.28884E-10,3.56015E-07,,81123.34,
1.4,1.29836E-10,3.85057E-07,,81123.34,
1.6,1.30662E-10,3.96763E-07,,81123.34,
1.8,1.31286E-10,3.81447E-07,,81123.34,
2,1.31785E-10,3.96476E-07,,81123.34,
2.2,1.32207E-10,3.74581E-07,,81123.34,
2.4,1.32536E-10,3.86128E-07,,81123.34,
2.6,1.32835E-10,3.7951E-07,,81123.34,
2.8,1.33052E-10,3.74251E-07,,81123.34,
3,1.33305E-10,3.66123E-07,,81123.34,
3.2,1.33441E-10,3.66001E-07,,81123.34,
3.4,1.33578E-10,3.59656E-07,,81123.34,
3.6,1.33708E-10,3.52901E-07,,81123.34,
3.8,1.33846E-10,3.54197E-07,,81123.34,
4,1.33944E-10,3.63273E-07,,81123.34,
4.2,1.34022E-10,3.5918E-07,,81123.34,
4.4,1.34137E-10,3.83537E-07,,81123.34,
4.6,1.34217E-10,3.60144E-07,,81123.34,
4.8,1.34284E-10,3.59657E-07,,81123.34,
5,1.34297E-10,3.63262E-07,,81123.34,
5.2,1.34371E-10,3.54114E-07,,81123.34,
5.4,1.34468E-10,3.73722E-07,,81123.34,
5.6,1.34461E-10,3.50979E-07,,81123.34,
5.8,1.34517E-10,3.56286E-07,,81123.34,
6,1.34567E-10,3.65336E-07,,81123.34,
6.2,1.34569E-10,3.62862E-07,,81123.34,
6.4,1.34609E-10,3.66632E-07,,81123.34,
6.6,1.34629E-10,3.59235E-07,,81123.34,
6.8,1.34674E-10,3.65692E-07,,81123.34,
7,1.34729E-10,3.59562E-07,,81123.34,
7.2,1.34728E-10,3.4549E-07,,81123.34,
7.4,1.34778E-10,3.47448E-07,,81123.34,
7.6,1.3478E-10,3.49522E-07,,81123.34,
7.8,1.34841E-10,3.39123E-07,,81123.34,
8,1.34836E-10,3.67183E-07,,81123.34,
8.2,1.34849E-10,3.37072E-07,,81123.34,
8.4,1.3484E-10,3.53082E-07,,81123.34,
8.6,1.34888E-10,3.45313E-07,,81123.34,
8.8,1.34914E-10,3.59245E-07,,81123.34,
9,1.34928E-10,3.46633E-07,,81123.34,
9.2,1.34949E-10,3.27637E-07,,81123.34,
9.4,1.34933E-10,3.53481E-07,,81123.34,
9.6,1.34953E-10,3.47019E-07,,81123.34,
9.8,1.34941E-10,3.43324E-07,,81123.34,
10,1.34963E-10,3.52579E-07,,81123.34,
10,1.34997E-10,3.61517E-07,,81123.34,
9.8,1.34967E-10,3.50129E-07,,81123.34,
9.6,1.34958E-10,3.36028E-07,,81123.34,
9.4,1.34929E-10,3.47241E-07,,81123.34,
9.2,1.34959E-10,3.47972E-07,,81123.34,
9,1.34909E-10,3.67059E-07,,81123.34,
8.8,1.34913E-10,3.46449E-07,,81123.34,
8.6,1.34897E-10,3.35037E-07,,81123.34,
8.4,1.34867E-10,3.41333E-07,,81123.34,
8.2,1.34855E-10,3.40559E-07,,81123.34,
8,1.34793E-10,3.51625E-07,,81123.34,
7.8,1.34805E-10,3.3667E-07,,81123.34,
7.6,1.34783E-10,3.45248E-07,,81123.34,
7.4,1.34765E-10,3.54249E-07,,81123.34,
7.2,1.34719E-10,3.55283E-07,,81123.34,
7,1.34704E-10,3.56768E-07,,81123.34,
6.8,1.34652E-10,3.53637E-07,,81123.34,
6.6,1.34662E-10,3.65663E-07,,81123.34,
6.4,1.34599E-10,3.47668E-07,,81123.34,
6.2,1.34623E-10,3.48131E-07,,81123.34,
6,1.34535E-10,3.33744E-07,,81123.34,
5.8,1.34481E-10,3.52516E-07,,81123.34,
5.6,1.34454E-10,3.52005E-07,,81123.34,
5.4,1.34432E-10,3.83946E-07,,81123.34,
5.2,1.34364E-10,3.61177E-07,,81123.34,
5,1.3433E-10,3.47471E-07,,81123.34,
4.8,1.34251E-10,3.54176E-07,,81123.34,
4.6,1.34189E-10,3.48214E-07,,81123.34,
4.4,1.34094E-10,3.60885E-07,,81123.34,
4.2,1.34036E-10,3.62659E-07,,81123.34,
4,1.33955E-10,3.61401E-07,,81123.34,
3.8,1.33835E-10,3.69664E-07,,81123.34,
3.6,1.33741E-10,3.63853E-07,,81123.34,
3.4,1.33595E-10,3.61407E-07,,81123.34,
3.2,1.33444E-10,3.62311E-07,,81123.34,
3,1.33262E-10,3.81985E-07,,81123.34,
2.8,1.33065E-10,3.64827E-07,,81123.34,
2.6,1.3284E-10,3.81936E-07,,81123.34,
2.4,1.32516E-10,3.75717E-07,,81123.34,
2.2,1.32167E-10,3.94263E-07,,81123.34,
2,1.31727E-10,3.69331E-07,,81123.34,
1.8,1.31238E-10,3.79597E-07,,81123.34,
1.6,1.30594E-10,3.83608E-07,,81123.34,
1.4,1.29789E-10,3.58711E-07,,81123.34,
1.2,1.28797E-10,3.6474E-07,,81123.34,
1,1.27614E-10,3.78303E-07,,81123.34,
0.8,1.26276E-10,3.63039E-07,,81123.34,
0.6,1.24864E-10,3.32397E-07,,81123.34,
0.4,1.23574E-10,3.14661E-07,,81123.34,
0.2,1.22528E-10,3.21E-07,,81123.34,
0,1.21773E-10,3.15062E-07,,81123.34,
-0.2,1.2126E-10,2.97504E-07,,81123.34,
-0.4,1.20977E-10,3.0788E-07,,81123.34,
-0.6,1.20776E-10,2.86751E-07,,81123.34,
-0.8,1.2067E-10,2.79224E-07,,81123.34,
-1,1.20619E-10,2.65161E-07,,81123.34,
-1.2,1.20537E-10,2.56941E-07,,81123.34,
-1.4,1.20527E-10,2.47453E-07,,81123.34,
-1.6,1.20473E-10,2.37753E-07,,81123.34,
-1.8,1.20471E-10,2.33468E-07,,81123.34,
-2,1.20465E-10,2.32521E-07,,81123.34,
-2.2,1.20467E-10,2.20416E-07,,81123.34,
-2.4,1.20432E-10,2.22242E-07,,81123.34,
-2.6,1.20418E-10,2.40129E-07,,81123.34,
-2.8,1.20389E-10,2.34814E-07,,81123.34,
-3,1.2035E-10,2.33738E-07,,81123.34,
-3.2,1.20336E-10,2.18433E-07,,81123.34,
-3.4,1.20348E-10,2.29012E-07,,81123.34,
